Gene,Statistic,Percentage,Cell Types
LINC00882,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 0
LINC00884,0 out of 24,0.00%,
LINC00886,0 out of 24,0.00%,
LINC00894,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 20
LINC00907,0 out of 24,0.00%,
LINC00909,0 out of 24,0.00%,
LINC00922,0 out of 24,0.00%,
LINC00923,0 out of 24,0.00%,
LINC00924,0 out of 24,0.00%,
LINC00937,2 out of 24,8.33%,Astrocytes microglia 23; GABA like neurons 14
LINC00944,0 out of 24,0.00%,
LINC00970,0 out of 24,0.00%,
LINC00982,0 out of 24,0.00%,
LINC00987,0 out of 24,0.00%,
LINC01001,1 out of 24,4.17%,Microglia 1
LINC01004,0 out of 24,0.00%,
LINC01006,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
LINC01013,0 out of 24,0.00%,
LINC01088,2 out of 24,8.33%,Astrocytes 8; GLU like neurons 17
LINC01090,0 out of 24,0.00%,
LINC01091,0 out of 24,0.00%,
LINC01094,1 out of 24,4.17%,Astrocytes 15
LINC01102,0 out of 24,0.00%,
LINC01106,0 out of 24,0.00%,
LINC01122,1 out of 24,4.17%,DA like neurons 11
LINC01135,1 out of 24,4.17%,Oligodendrocytes 20
LINC01141,0 out of 24,0.00%,
LINC01146,1 out of 24,4.17%,Microglia 19
LINC01170,4 out of 24,16.67%,Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte progenitor cells 12; Oligodendrocytes 0
LINC01182,0 out of 24,0.00%,
LINC01184,0 out of 24,0.00%,
LINC01197,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
LINC01210,0 out of 24,0.00%,
LINC01250,0 out of 24,0.00%,
LINC01252,0 out of 24,0.00%,
LINC01266,0 out of 24,0.00%,
LINC01268,0 out of 24,0.00%,
LINC01277,0 out of 24,0.00%,
LINC01284,0 out of 24,0.00%,
LINC01285,0 out of 24,0.00%,
LINC01301,0 out of 24,0.00%,
LINC01322,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
LINC01338,0 out of 24,0.00%,
LINC01355,0 out of 24,0.00%,
LINC01358,0 out of 24,0.00%,
LINC01376,1 out of 24,4.17%,Astrocytes 5
LINC01410,0 out of 24,0.00%,
LINC01411,0 out of 24,0.00%,
LINC01435,0 out of 24,0.00%,
LINC01445,0 out of 24,0.00%,
LINC01470,1 out of 24,4.17%,Oligodendrocytes 20
LINC01473,1 out of 24,4.17%,Oligodendrocytes 20
LINC01482,1 out of 24,4.17%,Connective tissue cells 21
LINC01505,5 out of 24,20.83%,Oligodendrocytes 20; Oligodendrocyte progenitor cells 7; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3
LINC01508,0 out of 24,0.00%,
LINC01515,0 out of 24,0.00%,
LINC01532,0 out of 24,0.00%,
LINC01535,0 out of 24,0.00%,
LINC01550,0 out of 24,0.00%,
LINC01563,0 out of 24,0.00%,
LINC01572,3 out of 24,12.50%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 20; Oligodendrocytes 10
LINC01588,0 out of 24,0.00%,
LINC01606,0 out of 24,0.00%,
LINC01608,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 16; Oligodendrocytes 0
LINC01630,1 out of 24,4.17%,Oligodendrocytes 0
LINC01632,2 out of 24,8.33%,GLU like neurons 17; GABA like neurons 14
LINC01678,1 out of 24,4.17%,Astrocytes microglia 23
LINC01684,0 out of 24,0.00%,
LINC01695,0 out of 24,0.00%,
LINC01725,1 out of 24,4.17%,Astrocytes 5
LINC01736,0 out of 24,0.00%,
LINC01748,2 out of 24,8.33%,Astrocytes 4; Astrocytes 5
LINC01771,0 out of 24,0.00%,
LINC01776,0 out of 24,0.00%,
LINC01792,2 out of 24,8.33%,Oligodendrocytes 20; Oligodendrocytes 0
LINC01798,0 out of 24,0.00%,
LINC01811,0 out of 24,0.00%,
LINC01819,0 out of 24,0.00%,
LINC01828,0 out of 24,0.00%,
LINC01830,0 out of 24,0.00%,
LINC01871,0 out of 24,0.00%,
LINC01876,0 out of 24,0.00%,
LINC01877,3 out of 24,12.50%,Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0
LINC01896,0 out of 24,0.00%,
LINC01902,0 out of 24,0.00%,
LINC01909,0 out of 24,0.00%,
LINC01933,0 out of 24,0.00%,
LINC01934,1 out of 24,4.17%,T cells 18
LINC01950,0 out of 24,0.00%,
LINC02001,0 out of 24,0.00%,
LINC02018,0 out of 24,0.00%,
LINC02055,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
LINC02058,0 out of 24,0.00%,
LINC02060,2 out of 24,8.33%,Astrocytes microglia 23; Astrocytes 15
LINC02062,4 out of 24,16.67%,Oligodendrocytes 20; Oligodendrocytes 3; GABA like neurons 14; Astrocytes 15
LINC02082,0 out of 24,0.00%,
LINC02100,0 out of 24,0.00%,
LINC02112,0 out of 24,0.00%,
LINC02147,0 out of 24,0.00%,
LINC02150,0 out of 24,0.00%,
LINC02177,0 out of 24,0.00%,
LINC02210-CRHR1,0 out of 24,0.00%,
LINC02223,2 out of 24,8.33%,Oligodendrocyte progenitor cells 7; Oligodendrocyte progenitor cells 12
LINC02232,3 out of 24,12.50%,Astrocytes microglia 23; Microglia 1; Microglia 19
LINC02241,1 out of 24,4.17%,Oligodendrocytes 20
LINC02253,0 out of 24,0.00%,
LINC02256,0 out of 24,0.00%,
LINC02283,0 out of 24,0.00%,
LINC02293,0 out of 24,0.00%,
LINC02328,0 out of 24,0.00%,
LINC02334,0 out of 24,0.00%,
LINC02340,2 out of 24,8.33%,Astrocytes microglia 23; Astrocytes 5
LINC02384,1 out of 24,4.17%,T cells 18
LINC02389,0 out of 24,0.00%,
LINC02391,0 out of 24,0.00%,
LINC02398,1 out of 24,4.17%,GABA like neurons 14
LINC02407,0 out of 24,0.00%,
LINC02427,0 out of 24,0.00%,
LINC02465,0 out of 24,0.00%,
LINC02473,0 out of 24,0.00%,
LINC02516,0 out of 24,0.00%,
LINC02552,0 out of 24,0.00%,
LINC02588,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
LINGO1,4 out of 24,16.67%,Astrocytes 8; GABA neurons expressing GABA receptors 13; Astrocytes 4; GLU like neurons 17
LINGO2,0 out of 24,0.00%,
LINS1,0 out of 24,0.00%,
LIPA,2 out of 24,8.33%,Microglia 1; Oligodendrocyte progenitor cells 12
LIPC,0 out of 24,0.00%,
LIPE,0 out of 24,0.00%,
LIPE-AS1,1 out of 24,4.17%,Oligodendrocytes 20
LITAF,3 out of 24,12.50%,Astrocytes microglia 23; Microglia 1; T cells 18
LIX1-AS1,0 out of 24,0.00%,
LIX1L,0 out of 24,0.00%,
LLGL2,0 out of 24,0.00%,
LMAN1,0 out of 24,0.00%,
LMAN2,1 out of 24,4.17%,Astrocytes microglia 23
LMAN2L,0 out of 24,0.00%,
LMBR1,1 out of 24,4.17%,Endothelial cells 9
LMBR1L,0 out of 24,0.00%,
LMBRD1,1 out of 24,4.17%,T cells 18
LMBRD2,1 out of 24,4.17%,Connective tissue cells 21
LMCD1,0 out of 24,0.00%,
LMCD1-AS1,3 out of 24,12.50%,GLU like neurons 17; Oligodendrocytes 2; Astrocytes 15
LMF1,1 out of 24,4.17%,Oligodendrocytes 3
LMF2,0 out of 24,0.00%,
LMLN,0 out of 24,0.00%,
LMNA,1 out of 24,4.17%,Oligodendrocytes 3
LMNB1,0 out of 24,0.00%,
LMNTD1,2 out of 24,8.33%,Astrocytes microglia 23; Astrocytes 5
LMO1,0 out of 24,0.00%,
LMO2,2 out of 24,8.33%,Endothelial cells 9; Microglia 1
LMO3,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
LMO4,0 out of 24,0.00%,
LMO7,1 out of 24,4.17%,Oligodendrocytes 20
LMOD3,0 out of 24,0.00%,
LMTK2,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
LMTK3,1 out of 24,4.17%,DA like neurons 11
LMX1A,0 out of 24,0.00%,
LMX1B,0 out of 24,0.00%,
LNPEP,0 out of 24,0.00%,
LNPK,1 out of 24,4.17%,Connective tissue cells 21
LNX1,0 out of 24,0.00%,
LNX2,0 out of 24,0.00%,
LONP1,0 out of 24,0.00%,
LONP2,0 out of 24,0.00%,
LONRF1,0 out of 24,0.00%,
LONRF2,0 out of 24,0.00%,
LONRF3,0 out of 24,0.00%,
LOXL1,0 out of 24,0.00%,
LOXL2,2 out of 24,8.33%,Astrocytes 4; Astrocytes 5
LOXL3,0 out of 24,0.00%,
LOXL4,1 out of 24,4.17%,Connective tissue cells 21
LPAR1,0 out of 24,0.00%,
LPAR5,0 out of 24,0.00%,
LPAR6,0 out of 24,0.00%,
LPCAT1,2 out of 24,8.33%,Microglia 1; T cells 18
LPCAT2,4 out of 24,16.67%,Astrocytes microglia 23; Oligodendrocytes 10; Microglia 1; Microglia 19
LPCAT3,0 out of 24,0.00%,
LPCAT4,0 out of 24,0.00%,
LPGAT1,1 out of 24,4.17%,Astrocytes 15
LPIN1,0 out of 24,0.00%,
LPIN2,0 out of 24,0.00%,
LPL,0 out of 24,0.00%,
LPO,0 out of 24,0.00%,
LPP,2 out of 24,8.33%,Endothelial cells 9; Oligodendrocytes 10
LPXN,1 out of 24,4.17%,Oligodendrocytes 20
LRAT,0 out of 24,0.00%,
LRBA,3 out of 24,12.50%,Oligodendrocytes 10; Astrocytes 5; Oligodendrocytes 0
LRCH1,0 out of 24,0.00%,
LRCH2,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
LRCH3,1 out of 24,4.17%,Oligodendrocytes 10
LRCH4,0 out of 24,0.00%,
LRFN2,1 out of 24,4.17%,GABA like neurons 14
LRFN5,0 out of 24,0.00%,
LRGUK,0 out of 24,0.00%,
LRIF1,0 out of 24,0.00%,
LRIG1,2 out of 24,8.33%,T cells 18; Oligodendrocytes 0
LRIG2,0 out of 24,0.00%,
LRIG3,0 out of 24,0.00%,
LRMDA,4 out of 24,16.67%,Endothelial cells 9; Oligodendrocytes 10; Oligodendrocytes 16; Connective tissue cells 21
LRMP,0 out of 24,0.00%,
LRP1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
LRP10,0 out of 24,0.00%,
LRP11,0 out of 24,0.00%,
LRP12,0 out of 24,0.00%,
LRP1B,5 out of 24,20.83%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 16; Microglia 19; Endothelial cells 9; DA neurons 6
LRP2,1 out of 24,4.17%,Oligodendrocytes 10
LRP2BP,1 out of 24,4.17%,Oligodendrocytes 20
LRP3,0 out of 24,0.00%,
LRP4,4 out of 24,16.67%,Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocyte progenitor cells 12; Oligodendrocytes 0
LRP4-AS1,0 out of 24,0.00%,
LRP5,1 out of 24,4.17%,Astrocytes microglia 23
LRP6,1 out of 24,4.17%,Oligodendrocytes 0
LRP8,0 out of 24,0.00%,
LRPAP1,1 out of 24,4.17%,GABA like neurons 14
LRPPRC,0 out of 24,0.00%,
LRRC1,7 out of 24,29.17%,Oligodendrocyte progenitor cells 12; GLU like neurons 17; Astrocytes 5; Connective tissue cells 21; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0
LRRC20,0 out of 24,0.00%,
LRRC23,0 out of 24,0.00%,
LRRC27,0 out of 24,0.00%,
LRRC28,1 out of 24,4.17%,GABA like neurons 14
LRRC29,1 out of 24,4.17%,Astrocytes microglia 23
LRRC32,1 out of 24,4.17%,Endothelial cells 9
LRRC34,0 out of 24,0.00%,
LRRC37A2,1 out of 24,4.17%,Oligodendrocytes 20
LRRC37A3,0 out of 24,0.00%,
LRRC37B,0 out of 24,0.00%,
LRRC39,0 out of 24,0.00%,
LRRC3B,0 out of 24,0.00%,
LRRC4,0 out of 24,0.00%,
LRRC40,0 out of 24,0.00%,
LRRC41,0 out of 24,0.00%,
LRRC47,0 out of 24,0.00%,
LRRC49,0 out of 24,0.00%,
LRRC4B,0 out of 24,0.00%,
LRRC4C,7 out of 24,29.17%,Astrocytes microglia 23; Oligodendrocytes 0; Oligodendrocyte progenitor cells 12; Astrocytes 5; Astrocytes 4; Astrocytes 15; Microglia 19
LRRC55,0 out of 24,0.00%,
LRRC58,0 out of 24,0.00%,
LRRC6,0 out of 24,0.00%,
LRRC61,0 out of 24,0.00%,
LRRC63,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 2
LRRC66,0 out of 24,0.00%,
LRRC69,0 out of 24,0.00%,
LRRC7,0 out of 24,0.00%,
LRRC75A,0 out of 24,0.00%,
LRRC8A,0 out of 24,0.00%,
LRRC8B,4 out of 24,16.67%,Oligodendrocyte progenitor cells 7; Oligodendrocytes 3; Connective tissue cells 21; Oligodendrocytes 0
LRRC8C-DT,1 out of 24,4.17%,Astrocytes microglia 23
LRRC8D,0 out of 24,0.00%,
LRRC9,0 out of 24,0.00%,
LRRFIP1,0 out of 24,0.00%,
LRRFIP2,0 out of 24,0.00%,
LRRIQ1,2 out of 24,8.33%,Astrocytes 5; Astrocytes 15
LRRK1,1 out of 24,4.17%,Microglia 1
LRRK2,2 out of 24,8.33%,Microglia 1; Microglia 19
LRRN1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 7
LRRN2,1 out of 24,4.17%,Astrocytes 8
LRRN3,0 out of 24,0.00%,
LRRTM2,0 out of 24,0.00%,
LRRTM3,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
LRRTM4,3 out of 24,12.50%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 16; Oligodendrocyte progenitor cells 12
LRSAM1,1 out of 24,4.17%,GABA like neurons 14
LRTM2,0 out of 24,0.00%,
LSAMP,7 out of 24,29.17%,Astrocytes microglia 23; Oligodendrocytes 0; GABA neurons expressing GLU receptors 22; Connective tissue cells 21; DA like neurons 11; Oligodendrocytes 2; Microglia 19
LSAMP-AS1,1 out of 24,4.17%,Oligodendrocyte progenitor cells 12
LSG1,0 out of 24,0.00%,
LSM1,0 out of 24,0.00%,
LSM10,0 out of 24,0.00%,
LSM11,0 out of 24,0.00%,
LSM12,0 out of 24,0.00%,
LSM14A,0 out of 24,0.00%,
LSM2,0 out of 24,0.00%,
LSM3,0 out of 24,0.00%,
LSM4,0 out of 24,0.00%,
LSM6,0 out of 24,0.00%,
LSM7,0 out of 24,0.00%,
LSM8,0 out of 24,0.00%,
LSP1,0 out of 24,0.00%,
LSR,0 out of 24,0.00%,
LSS,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 2
LST1,0 out of 24,0.00%,
LTA4H,0 out of 24,0.00%,
LTB,0 out of 24,0.00%,
LTBP1,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; Astrocytes 15
LTBP2,0 out of 24,0.00%,
LTBP3,1 out of 24,4.17%,Connective tissue cells 21
LTBP4,0 out of 24,0.00%,
LTBR,0 out of 24,0.00%,
LTC4S,0 out of 24,0.00%,
LTN1,0 out of 24,0.00%,
LUC7L,0 out of 24,0.00%,
LUC7L2,0 out of 24,0.00%,
LUC7L3,0 out of 24,0.00%,
LURAP1,0 out of 24,0.00%,
LURAP1L,0 out of 24,0.00%,
LURAP1L-AS1,1 out of 24,4.17%,Oligodendrocytes 3
LUZP1,0 out of 24,0.00%,
LUZP2,2 out of 24,8.33%,GLU like neurons 17; Astrocytes 15
LY6E,1 out of 24,4.17%,Endothelial cells 9
LY6E-DT,0 out of 24,0.00%,
LY6H,4 out of 24,16.67%,GABA neurons expressing GLU receptors 22; GABA neurons expressing GABA receptors 13; DA neurons 6; GABA like neurons 14
LY86,2 out of 24,8.33%,Astrocytes microglia 23; Microglia 1
LY86-AS1,0 out of 24,0.00%,
LY9,0 out of 24,0.00%,
LY96,0 out of 24,0.00%,
LYAR,0 out of 24,0.00%,
LYL1,0 out of 24,0.00%,
LYN,1 out of 24,4.17%,T cells 18
LYPD1,0 out of 24,0.00%,
LYPD5,0 out of 24,0.00%,
LYPD6,0 out of 24,0.00%,
LYPD6B,0 out of 24,0.00%,
LYPLA1,1 out of 24,4.17%,Connective tissue cells 21
LYPLAL1,1 out of 24,4.17%,Astrocytes 5
LYRM1,0 out of 24,0.00%,
LYRM2,0 out of 24,0.00%,
LYRM4,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
LYRM7,0 out of 24,0.00%,
LYSMD2,0 out of 24,0.00%,
LYSMD3,0 out of 24,0.00%,
LYST,2 out of 24,8.33%,Oligodendrocyte progenitor cells 12; T cells 18
LYVE1,0 out of 24,0.00%,
LZIC,0 out of 24,0.00%,
LZTFL1,0 out of 24,0.00%,
LZTR1,0 out of 24,0.00%,
LZTS1,0 out of 24,0.00%,
LZTS2,1 out of 24,4.17%,Connective tissue cells 21
LZTS3,0 out of 24,0.00%,
M6PR,0 out of 24,0.00%,
MAATS1,0 out of 24,0.00%,
MACF1,4 out of 24,16.67%,Astrocytes 8; Astrocytes 5; Endothelial cells 9; Astrocytes 15
MACO1,0 out of 24,0.00%,
MACROD1,0 out of 24,0.00%,
MACROD2,2 out of 24,8.33%,Astrocytes 4; Oligodendrocytes 16
MAD1L1,0 out of 24,0.00%,
MADCAM1,1 out of 24,4.17%,Astrocytes microglia 23
MADD,0 out of 24,0.00%,
MAEA,1 out of 24,4.17%,Connective tissue cells 21
MAF,1 out of 24,4.17%,Microglia 19
MAF1,0 out of 24,0.00%,
MAFB,0 out of 24,0.00%,
MAFF,1 out of 24,4.17%,Endothelial cells 9
MAFG,0 out of 24,0.00%,
MAFK,0 out of 24,0.00%,
MAG,4 out of 24,16.67%,Oligodendrocytes 20; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocytes 0
MAGED1,0 out of 24,0.00%,
MAGED2,2 out of 24,8.33%,DA neurons 6; GABA like neurons 14
MAGEE1,0 out of 24,0.00%,
MAGEF1,0 out of 24,0.00%,
MAGEH1,1 out of 24,4.17%,GABA like neurons 14
MAGI1,4 out of 24,16.67%,GLU like neurons 17; Oligodendrocytes 20; Oligodendrocytes 2; Oligodendrocyte progenitor cells 7
MAGI2,7 out of 24,29.17%,Oligodendrocyte progenitor cells 12; Oligodendrocytes 10; Oligodendrocytes 2; T cells 18; Microglia 19; Endothelial cells 9; DA neurons 6
MAGI3,0 out of 24,0.00%,
MAGOH,0 out of 24,0.00%,
MAGT1,0 out of 24,0.00%,
MAIP1,0 out of 24,0.00%,
MAK,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
MAL,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocyte progenitor cells 12
MALRD1,1 out of 24,4.17%,Astrocytes 15
MALSU1,0 out of 24,0.00%,
MALT1,2 out of 24,8.33%,Microglia 1; Microglia 19
MAMDC2,3 out of 24,12.50%,Endothelial cells 9; Oligodendrocyte progenitor cells 12; Microglia 19
MAMDC2-AS1,0 out of 24,0.00%,
MAML1,1 out of 24,4.17%,GLU like neurons 17
MAML2,1 out of 24,4.17%,Oligodendrocytes 10
MAML3,2 out of 24,8.33%,Oligodendrocytes 10; GABA like neurons 14
MAMLD1,0 out of 24,0.00%,
MAN1A1,4 out of 24,16.67%,GABA neurons expressing GLU receptors 22; Microglia 1; T cells 18; Microglia 19
MAN1A2,0 out of 24,0.00%,
MAN1B1,0 out of 24,0.00%,
MAN1C1,5 out of 24,20.83%,Astrocytes microglia 23; Astrocytes 5; Astrocytes 4; Astrocytes 15; Microglia 19
MAN2A1,8 out of 24,33.33%,Oligodendrocyte progenitor cells 12; Astrocytes 8; GABA neurons expressing GLU receptors 22; GLU like neurons 17; DA like neurons 11; Oligodendrocytes 3; Astrocytes 15; Endothelial cells 9
MAN2A2,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
MAN2B1,0 out of 24,0.00%,
MAN2B2,0 out of 24,0.00%,
MAN2C1,1 out of 24,4.17%,GABA like neurons 14
MANBA,3 out of 24,12.50%,Oligodendrocytes 10; GABA like neurons 14; Astrocytes 15
MANBAL,1 out of 24,4.17%,Astrocytes microglia 23
MANEA,0 out of 24,0.00%,
MANF,0 out of 24,0.00%,
MANSC1,0 out of 24,0.00%,
MAOA,0 out of 24,0.00%,
MAOB,4 out of 24,16.67%,Astrocytes microglia 23; Astrocytes 4; Astrocytes 5; Astrocytes 15
MAP1A,6 out of 24,25.00%,Oligodendrocytes 10; DA like neurons 11; Endothelial cells 9; GABA neurons expressing GABA receptors 13; DA neurons 6; Microglia 1
MAP1B,17 out of 24,70.83%,Astrocytes microglia 23; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Connective tissue cells 21; DA like neurons 11; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 3; GABA like neurons 14; T cells 18; Microglia 19; Endothelial cells 9; GABA neurons expressing GABA receptors 13; DA neurons 6; Microglia 1
MAP1LC3A,5 out of 24,20.83%,Astrocytes microglia 23; Oligodendrocytes 10; DA like neurons 11; GABA like neurons 14; GABA neurons expressing GABA receptors 13
MAP1LC3B,2 out of 24,8.33%,DA like neurons 11; Oligodendrocytes 10
MAP1LC3B2,0 out of 24,0.00%,
MAP1S,0 out of 24,0.00%,
MAP2,4 out of 24,16.67%,GABA neurons expressing GABA receptors 13; Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocyte progenitor cells 7
MAP2K1,1 out of 24,4.17%,Microglia 19
MAP2K2,0 out of 24,0.00%,
MAP2K3,1 out of 24,4.17%,Connective tissue cells 21
MAP2K4,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 0
MAP2K5,0 out of 24,0.00%,
MAP2K6,0 out of 24,0.00%,
MAP2K7,0 out of 24,0.00%,
MAP3K1,1 out of 24,4.17%,Astrocytes microglia 23
MAP3K10,0 out of 24,0.00%,
MAP3K11,0 out of 24,0.00%,
MAP3K12,0 out of 24,0.00%,
MAP3K13,0 out of 24,0.00%,
MAP3K14,3 out of 24,12.50%,Astrocytes 4; Astrocytes 5; Oligodendrocyte progenitor cells 7
MAP3K2,0 out of 24,0.00%,
MAP3K20,0 out of 24,0.00%,
MAP3K21,0 out of 24,0.00%,
MAP3K3,0 out of 24,0.00%,
MAP3K4,0 out of 24,0.00%,
MAP3K5,2 out of 24,8.33%,Microglia 1; Oligodendrocyte progenitor cells 12
MAP3K7,0 out of 24,0.00%,
MAP3K8,0 out of 24,0.00%,
MAP3K9,0 out of 24,0.00%,
MAP4,0 out of 24,0.00%,
MAP4K1,0 out of 24,0.00%,
MAP4K2,0 out of 24,0.00%,
MAP4K3,1 out of 24,4.17%,Microglia 1
MAP4K4,3 out of 24,12.50%,GABA neurons expressing GLU receptors 22; DA like neurons 11; Oligodendrocyte progenitor cells 12
MAP4K5,2 out of 24,8.33%,Astrocytes 8; Astrocytes 5
MAP6,0 out of 24,0.00%,
MAP7,7 out of 24,29.17%,Oligodendrocyte progenitor cells 12; Astrocytes 8; Oligodendrocytes 10; Connective tissue cells 21; T cells 18; Endothelial cells 9; DA neurons 6
MAP7D1,0 out of 24,0.00%,
MAP7D2,1 out of 24,4.17%,GABA neurons expressing GABA receptors 13
MAP7D3,0 out of 24,0.00%,
MAP9,3 out of 24,12.50%,GABA neurons expressing GABA receptors 13; Connective tissue cells 21; Astrocytes 15
MAPK1,0 out of 24,0.00%,
MAPK10,4 out of 24,16.67%,Astrocytes 8; GABA neurons expressing GABA receptors 13; Endothelial cells 9; Astrocytes microglia 23
MAPK11,0 out of 24,0.00%,
MAPK14,2 out of 24,8.33%,Oligodendrocytes 10; GABA like neurons 14
MAPK1IP1L,1 out of 24,4.17%,T cells 18
MAPK3,0 out of 24,0.00%,
MAPK4,1 out of 24,4.17%,Astrocytes 8
MAPK6,1 out of 24,4.17%,Astrocytes microglia 23
MAPK8,1 out of 24,4.17%,Astrocytes 5
MAPK8IP1,0 out of 24,0.00%,
MAPK8IP2,0 out of 24,0.00%,
MAPK8IP3,1 out of 24,4.17%,DA like neurons 11
MAPK9,0 out of 24,0.00%,
MAPKAP1,1 out of 24,4.17%,T cells 18
MAPKAPK2,1 out of 24,4.17%,T cells 18
MAPKAPK3,0 out of 24,0.00%,
MAPKAPK5,0 out of 24,0.00%,
MAPKBP1,4 out of 24,16.67%,Oligodendrocytes 20; Connective tissue cells 21; GABA like neurons 14; Astrocytes 15
MAPRE1,0 out of 24,0.00%,
MAPRE2,3 out of 24,12.50%,Astrocytes 4; Astrocytes 5; Oligodendrocyte progenitor cells 12
MAPRE3,0 out of 24,0.00%,
MAPT,1 out of 24,4.17%,GABA like neurons 14
MAPT-AS1,0 out of 24,0.00%,
MARC1,0 out of 24,0.00%,
MARC2,0 out of 24,0.00%,
MARCH1,8 out of 24,33.33%,Astrocytes 8; GABA neurons expressing GLU receptors 22; Connective tissue cells 21; Oligodendrocytes 2; Astrocytes 15; Oligodendrocytes 0; Endothelial cells 9; Microglia 1
MARCH11,0 out of 24,0.00%,
MARCH2,0 out of 24,0.00%,
MARCH3,0 out of 24,0.00%,
MARCH4,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
MARCH5,0 out of 24,0.00%,
MARCH6,2 out of 24,8.33%,Astrocytes 5; Oligodendrocytes 0
MARCH7,2 out of 24,8.33%,GABA neurons expressing GLU receptors 22; Oligodendrocytes 10
MARCH8,0 out of 24,0.00%,
MARCKS,2 out of 24,8.33%,GABA neurons expressing GABA receptors 13; Oligodendrocyte progenitor cells 7
MARCKSL1,5 out of 24,20.83%,Oligodendrocyte progenitor cells 12; GABA neurons expressing GLU receptors 22; Oligodendrocytes 20; Oligodendrocyte progenitor cells 7; Oligodendrocytes 16
MARF1,0 out of 24,0.00%,
MARK1,0 out of 24,0.00%,
MARK2,0 out of 24,0.00%,
MARK3,0 out of 24,0.00%,
MARK4,2 out of 24,8.33%,DA like neurons 11; GABA like neurons 14
MARS,0 out of 24,0.00%,
MARVELD1,1 out of 24,4.17%,Connective tissue cells 21
MASP1,1 out of 24,4.17%,Astrocytes 15
MAST1,0 out of 24,0.00%,
MAST2,0 out of 24,0.00%,
MAST3,0 out of 24,0.00%,
MAST4,1 out of 24,4.17%,Oligodendrocytes 10
MAT2A,1 out of 24,4.17%,Microglia 19
MAT2B,0 out of 24,0.00%,
MATK,0 out of 24,0.00%,
MATN2,2 out of 24,8.33%,Oligodendrocytes 3; Oligodendrocytes 0
MATN3,0 out of 24,0.00%,
MAU2,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
MAVS,0 out of 24,0.00%,
MAX,1 out of 24,4.17%,Oligodendrocytes 10
MAZ,0 out of 24,0.00%,
MB21D2,3 out of 24,12.50%,Astrocytes microglia 23; Microglia 1; Microglia 19
MBD1,0 out of 24,0.00%,
MBD2,1 out of 24,4.17%,Oligodendrocytes 20
MBD3,1 out of 24,4.17%,Astrocytes microglia 23
MBD4,1 out of 24,4.17%,Connective tissue cells 21
MBD5,3 out of 24,12.50%,Endothelial cells 9; DA like neurons 11; Oligodendrocytes 20
MBD6,0 out of 24,0.00%,
MBIP,0 out of 24,0.00%,
MBLAC2,0 out of 24,0.00%,
MBNL1,2 out of 24,8.33%,Oligodendrocytes 10; T cells 18
MBNL2,1 out of 24,4.17%,GABA neurons expressing GLU receptors 22
MBNL3,0 out of 24,0.00%,
MBOAT1,1 out of 24,4.17%,Oligodendrocytes 20
MBOAT2,2 out of 24,8.33%,Oligodendrocyte progenitor cells 12; Oligodendrocytes 0
MBOAT7,6 out of 24,25.00%,Astrocytes microglia 23; Astrocytes 8; Oligodendrocyte progenitor cells 7; Astrocytes 4; GABA neurons expressing GABA receptors 13; Microglia 1
