Gene,Statistic,Percentage,Cell Types
PDCD5,1 out of 24,4.17%,Astrocytes_microglia 23
PDCD6,3 out of 24,12.50%,Astrocytes_microglia 23; GABA_like_neurons 14; Connective_tissue_cells 21
PDCD6IP,2 out of 24,8.33%,Astrocytes_microglia 23; DA_neurons 6
PDCD7,6 out of 24,25.00%,GABA_like_neurons 14; Astrocytes 5; Astrocytes 4; Oligodendrocytes 3; GLU_like_neurons 17; Astrocytes 15
PDCL,1 out of 24,4.17%,Oligodendrocytes 2
PDCL3,0 out of 24,0.00%,
PDE10A,6 out of 24,25.00%,Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; GLU_like_neurons 17; Endothelial_cells 9
PDE1A,6 out of 24,25.00%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 0; DA_like_neurons 11; Endothelial_cells 9; Connective_tissue_cells 21
PDE1B,0 out of 24,0.00%,
PDE1C,6 out of 24,25.00%,Oligodendrocytes 10; Oligodendrocytes 3; GLU_like_neurons 17; Oligodendrocytes 2; DA_like_neurons 11; Endothelial_cells 9
PDE2A,1 out of 24,4.17%,GABA_like_neurons 14
PDE3A,3 out of 24,12.50%,Astrocytes 8; Endothelial_cells 9; Oligodendrocyte_progenitor_cells 12
PDE3B,5 out of 24,20.83%,T_cells 18; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9
PDE4A,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; DA_neurons 6
PDE4B,12 out of 24,50.00%,T_cells 18; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Oligodendrocytes 3; GLU_like_neurons 17; Microglia 19; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
PDE4D,8 out of 24,33.33%,Astrocytes_microglia 23; T_cells 18; Astrocytes 5; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; DA_like_neurons 11
PDE4DIP,9 out of 24,37.50%,Astrocytes_microglia 23; Oligodendrocytes 0; Astrocytes 8; Astrocytes 4; Oligodendrocytes 3; Oligodendrocytes 2; Microglia 19; DA_like_neurons 11; Microglia 1
PDE5A,8 out of 24,33.33%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Astrocytes 15; Oligodendrocytes 0; DA_like_neurons 11; Endothelial_cells 9
PDE6B,1 out of 24,4.17%,Oligodendrocytes 20
PDE6D,1 out of 24,4.17%,Oligodendrocytes 20
PDE7A,7 out of 24,29.17%,T_cells 18; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocytes 0; Microglia 1
PDE7B,9 out of 24,37.50%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9
PDE8A,7 out of 24,29.17%,Astrocytes 8; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocytes 0; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
PDE8B,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 7
PDE9A,2 out of 24,8.33%,GABA_like_neurons 14; Microglia 19
PDGFA,1 out of 24,4.17%,Oligodendrocytes 16
PDGFB,0 out of 24,0.00%,
PDGFC,3 out of 24,12.50%,Astrocytes 8; Astrocytes_microglia 23; Microglia 19
PDGFD,1 out of 24,4.17%,T_cells 18
PDGFRA,2 out of 24,8.33%,Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
PDGFRB,2 out of 24,8.33%,Endothelial_cells 9; Astrocytes 15
PDHA1,1 out of 24,4.17%,Astrocytes_microglia 23
PDHB,0 out of 24,0.00%,
PDHX,5 out of 24,20.83%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 16; Oligodendrocytes 0
PDIA2,1 out of 24,4.17%,GABA_like_neurons 14
PDIA3,8 out of 24,33.33%,Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Microglia 19; Microglia 1; DA_neurons 6
PDIA4,2 out of 24,8.33%,Astrocytes_microglia 23; Oligodendrocytes 16
PDIA5,0 out of 24,0.00%,
PDIA6,3 out of 24,12.50%,Microglia 1; Oligodendrocytes 2; Microglia 19
PDIK1L,0 out of 24,0.00%,
PDK1,1 out of 24,4.17%,Microglia 19
PDK2,0 out of 24,0.00%,
PDK3,0 out of 24,0.00%,
PDK4,8 out of 24,33.33%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 4; Oligodendrocytes 3; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Oligodendrocytes 0
PDLIM1,0 out of 24,0.00%,
PDLIM3,2 out of 24,8.33%,Astrocytes 8; Oligodendrocyte_progenitor_cells 7
PDLIM5,7 out of 24,29.17%,T_cells 18; Astrocytes 8; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocytes 0; Connective_tissue_cells 21
PDLIM7,0 out of 24,0.00%,
PDP1,0 out of 24,0.00%,
PDP2,0 out of 24,0.00%,
PDPK1,4 out of 24,16.67%,DA_like_neurons 11; Astrocytes 4; Astrocytes 5; GABA_like_neurons 14
PDPN,2 out of 24,8.33%,Astrocytes_microglia 23; Oligodendrocyte_progenitor_cells 7
PDPR,0 out of 24,0.00%,
PDS5A,10 out of 24,41.67%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Endothelial_cells 9
PDS5B,8 out of 24,33.33%,T_cells 18; Astrocytes 8; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocytes 0; Endothelial_cells 9; DA_neurons 6
PDSS1,1 out of 24,4.17%,Astrocytes_microglia 23
PDSS2,5 out of 24,20.83%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; DA_like_neurons 11; Connective_tissue_cells 21
PDXDC1,4 out of 24,16.67%,Oligodendrocytes 20; DA_like_neurons 11; GLU_like_neurons 17; Astrocytes 15
PDXK,1 out of 24,4.17%,Endothelial_cells 9
PDZD11,0 out of 24,0.00%,
PDZD2,7 out of 24,29.17%,Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Astrocytes 15
PDZD4,1 out of 24,4.17%,GABA_like_neurons 14
PDZD7,0 out of 24,0.00%,
PDZD8,5 out of 24,20.83%,T_cells 18; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
PDZRN3,3 out of 24,12.50%,Astrocytes 8; Endothelial_cells 9; Oligodendrocyte_progenitor_cells 12
PDZRN4,5 out of 24,20.83%,Astrocytes 8; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Astrocytes 15; DA_like_neurons 11
PEA15,4 out of 24,16.67%,Oligodendrocytes 20; DA_like_neurons 11; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 2
PEAK1,6 out of 24,25.00%,GABA_like_neurons 14; Oligodendrocytes 20; Microglia 19; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
PEAR1,1 out of 24,4.17%,Connective_tissue_cells 21
PEBP1,18 out of 24,75.00%,T_cells 18; Oligodendrocytes 0; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
PEBP4,2 out of 24,8.33%,Astrocytes 8; Astrocytes 5
PECAM1,3 out of 24,12.50%,Astrocytes_microglia 23; Endothelial_cells 9; Microglia 19
PECR,1 out of 24,4.17%,Astrocytes_microglia 23
PEF1,0 out of 24,0.00%,
PEG10,18 out of 24,75.00%,T_cells 18; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 0; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Microglia 19; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
PELI1,6 out of 24,25.00%,Astrocytes_microglia 23; T_cells 18; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Endothelial_cells 9
PELI2,6 out of 24,25.00%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Astrocytes 15; Microglia 1; Endothelial_cells 9
PELI3,0 out of 24,0.00%,
PELP1,1 out of 24,4.17%,Oligodendrocytes 16
PEMT,0 out of 24,0.00%,
PEPD,2 out of 24,8.33%,Astrocytes_microglia 23; Connective_tissue_cells 21
PER1,8 out of 24,33.33%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 5; Astrocytes 4; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Microglia 1; Connective_tissue_cells 21
PER2,0 out of 24,0.00%,
PER3,3 out of 24,12.50%,Oligodendrocytes 3; Oligodendrocytes 2; Microglia 19
PERP,1 out of 24,4.17%,Endothelial_cells 9
PEX1,3 out of 24,12.50%,Oligodendrocytes 20; Astrocytes 5; Oligodendrocytes 0
PEX11A,0 out of 24,0.00%,
PEX13,2 out of 24,8.33%,Astrocytes_microglia 23; Microglia 1
PEX14,3 out of 24,12.50%,Oligodendrocytes 20; GABA_neurons_expressing_GLU_receptors 22; Microglia 19
PEX2,3 out of 24,12.50%,Astrocytes 4; Oligodendrocytes 2; Microglia 19
PEX26,1 out of 24,4.17%,Connective_tissue_cells 21
PEX3,3 out of 24,12.50%,Astrocytes 5; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0
PEX5,0 out of 24,0.00%,
PEX5L,15 out of 24,62.50%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Astrocytes 15; Oligodendrocytes 0; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
PEX6,3 out of 24,12.50%,Microglia 19; Oligodendrocytes 16; Connective_tissue_cells 21
PEX7,0 out of 24,0.00%,
PFDN1,2 out of 24,8.33%,Oligodendrocytes 20; GABA_neurons_expressing_GLU_receptors 22
PFDN2,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22
PFDN4,0 out of 24,0.00%,
PFDN5,6 out of 24,25.00%,GABA_like_neurons 14; Astrocytes 8; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9; Connective_tissue_cells 21
PFKFB2,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
PFKFB3,7 out of 24,29.17%,GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Microglia 19
PFKFB4,2 out of 24,8.33%,Astrocytes_microglia 23; GABA_like_neurons 14
PFKL,1 out of 24,4.17%,Oligodendrocytes 16
PFKM,2 out of 24,8.33%,Astrocytes_microglia 23; DA_neurons 6
PFKP,5 out of 24,20.83%,Astrocytes_microglia 23; T_cells 18; Astrocytes 8; Astrocytes 5; Astrocytes 4
PFN1,7 out of 24,29.17%,T_cells 18; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocytes 20; Oligodendrocytes 10; Microglia 19; Endothelial_cells 9; Connective_tissue_cells 21
PGAM1,13 out of 24,54.17%,T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
PGAP1,3 out of 24,12.50%,DA_like_neurons 11; Oligodendrocytes 2; Oligodendrocytes 0
PGAP2,0 out of 24,0.00%,
PGBD1,0 out of 24,0.00%,
PGBD5,3 out of 24,12.50%,Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 0
PGD,0 out of 24,0.00%,
PGF,0 out of 24,0.00%,
PGGHG,0 out of 24,0.00%,
PGGT1B,5 out of 24,20.83%,Astrocytes 5; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 2; GABA_neurons_expressing_GLU_receptors 22
PGK1,8 out of 24,33.33%,T_cells 18; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; DA_like_neurons 11; DA_neurons 6
PGLS,1 out of 24,4.17%,Astrocytes_microglia 23
PGM1,0 out of 24,0.00%,
PGM2,0 out of 24,0.00%,
PGM2L1,9 out of 24,37.50%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
PGM3,4 out of 24,16.67%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocytes 2; Oligodendrocytes 0
PGM5,1 out of 24,4.17%,Microglia 1
PGP,3 out of 24,12.50%,Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Microglia 19
PGPEP1,1 out of 24,4.17%,GLU_like_neurons 17
PGR,0 out of 24,0.00%,
PGRMC1,12 out of 24,50.00%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; DA_neurons 6
PGRMC2,2 out of 24,8.33%,Oligodendrocytes 16; Oligodendrocytes 2
PGS1,2 out of 24,8.33%,Microglia 1; Oligodendrocytes 2
PHACTR1,6 out of 24,25.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; GLU_like_neurons 17; Oligodendrocytes 2; DA_like_neurons 11
PHACTR2,5 out of 24,20.83%,Astrocytes_microglia 23; T_cells 18; GLU_like_neurons 17; DA_like_neurons 11; Microglia 1
PHACTR3,2 out of 24,8.33%,Oligodendrocytes 20; Astrocytes_microglia 23
PHACTR4,2 out of 24,8.33%,Oligodendrocyte_progenitor_cells 12; Astrocytes 15
PHAX,2 out of 24,8.33%,Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22
PHB,2 out of 24,8.33%,Oligodendrocytes 10; GABA_like_neurons 14
PHB2,0 out of 24,0.00%,
PHC1,4 out of 24,16.67%,Astrocytes 4; Oligodendrocyte_progenitor_cells 7; GABA_like_neurons 14; Connective_tissue_cells 21
PHC2,3 out of 24,12.50%,Microglia 1; GABA_like_neurons 14; Microglia 19
PHC3,7 out of 24,29.17%,Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 0; Microglia 1
PHEX,0 out of 24,0.00%,
PHF1,0 out of 24,0.00%,
PHF10,5 out of 24,20.83%,T_cells 18; Astrocytes 5; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 0
PHF11,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 16; Connective_tissue_cells 21
PHF12,3 out of 24,12.50%,T_cells 18; Oligodendrocytes 16; Oligodendrocytes 0
PHF14,5 out of 24,20.83%,Astrocytes 8; Oligodendrocytes 10; Astrocytes 5; Astrocytes 4; Oligodendrocytes 3
PHF19,1 out of 24,4.17%,Oligodendrocytes 2
PHF2,0 out of 24,0.00%,
PHF20,4 out of 24,16.67%,T_cells 18; Microglia 1; GABA_like_neurons 14; Microglia 19
PHF20L1,5 out of 24,20.83%,GABA_like_neurons 14; Astrocytes 5; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1
PHF21A,9 out of 24,37.50%,T_cells 18; Microglia 19; Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocytes 2; Astrocytes 15; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9
PHF21B,2 out of 24,8.33%,Astrocytes 5; GABA_neurons_expressing_GLU_receptors 22
PHF23,0 out of 24,0.00%,
PHF24,0 out of 24,0.00%,
PHF3,6 out of 24,25.00%,Astrocytes 8; Astrocytes 5; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Microglia 1
PHF6,0 out of 24,0.00%,
PHF7,0 out of 24,0.00%,
PHF8,4 out of 24,16.67%,Oligodendrocytes 20; Microglia 1; GABA_like_neurons 14; Connective_tissue_cells 21
PHGDH,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 16; Oligodendrocytes 2
PHIP,4 out of 24,16.67%,Oligodendrocytes 20; Astrocytes 4; Astrocytes 5; Endothelial_cells 9
PHKA1,3 out of 24,12.50%,Astrocytes 4; Astrocytes 5; GABA_like_neurons 14
PHKA2,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 7
PHKB,7 out of 24,29.17%,T_cells 18; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Endothelial_cells 9
PHKG1,0 out of 24,0.00%,
PHKG2,1 out of 24,4.17%,Astrocytes_microglia 23
PHLDA1,2 out of 24,8.33%,Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
PHLDA3,0 out of 24,0.00%,
PHLDB1,5 out of 24,20.83%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 3; GLU_like_neurons 17; Oligodendrocytes 0
PHLDB2,0 out of 24,0.00%,
PHLDB3,1 out of 24,4.17%,Connective_tissue_cells 21
PHLPP1,11 out of 24,45.83%,T_cells 18; Astrocytes 8; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Microglia 19; Oligodendrocytes 2; DA_like_neurons 11; Microglia 1; Endothelial_cells 9
PHLPP2,1 out of 24,4.17%,Astrocytes 4
PHPT1,3 out of 24,12.50%,Astrocytes_microglia 23; Oligodendrocytes 16; Connective_tissue_cells 21
PHRF1,0 out of 24,0.00%,
PHTF1,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; Microglia 19; GABA_like_neurons 14; Connective_tissue_cells 21
PHTF2,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; GABA_like_neurons 14; Oligodendrocytes 0
PHYH,1 out of 24,4.17%,Astrocytes_microglia 23
PHYHD1,2 out of 24,8.33%,Astrocytes 8; Astrocytes 5
PHYHIP,2 out of 24,8.33%,GLU_like_neurons 17; DA_neurons 6
PHYHIPL,3 out of 24,12.50%,Oligodendrocytes 20; GLU_like_neurons 17; Astrocytes 15
PHYKPL,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 15
PI16,0 out of 24,0.00%,
PI4K2A,0 out of 24,0.00%,
PI4KA,5 out of 24,20.83%,GABA_like_neurons 14; Astrocytes 8; GLU_like_neurons 17; Oligodendrocytes 2; DA_like_neurons 11
PI4KB,1 out of 24,4.17%,T_cells 18
PIANP,1 out of 24,4.17%,GABA_neurons_expressing_GLU_receptors 22
PIAS1,8 out of 24,33.33%,Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; DA_like_neurons 11; Endothelial_cells 9; Connective_tissue_cells 21
PIAS2,4 out of 24,16.67%,Oligodendrocytes 20; DA_like_neurons 11; Microglia 1; Oligodendrocyte_progenitor_cells 12
PIAS4,0 out of 24,0.00%,
PIBF1,4 out of 24,16.67%,Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 3
PICALM,6 out of 24,25.00%,Astrocytes 8; Astrocytes 5; GLU_like_neurons 17; Oligodendrocytes 0; Microglia 1; Endothelial_cells 9
PICK1,0 out of 24,0.00%,
PID1,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
PIDD1,1 out of 24,4.17%,Oligodendrocytes 16
PIEZO1,1 out of 24,4.17%,Oligodendrocyte_progenitor_cells 7
PIEZO2,4 out of 24,16.67%,Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 0
PIGB,0 out of 24,0.00%,
PIGC,4 out of 24,16.67%,Oligodendrocytes 0; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Connective_tissue_cells 21
PIGF,0 out of 24,0.00%,
PIGG,4 out of 24,16.67%,Astrocytes 4; Astrocytes 5; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 0
PIGH,1 out of 24,4.17%,Oligodendrocytes 16
PIGK,1 out of 24,4.17%,Astrocytes_microglia 23
PIGL,4 out of 24,16.67%,Astrocytes 8; DA_like_neurons 11; Astrocytes 4; Microglia 19
PIGN,1 out of 24,4.17%,Oligodendrocytes 2
PIGP,0 out of 24,0.00%,
PIGQ,1 out of 24,4.17%,GABA_like_neurons 14
PIGT,1 out of 24,4.17%,Oligodendrocytes 3
PIGU,0 out of 24,0.00%,
PIGX,1 out of 24,4.17%,Astrocytes 15
PIGZ,3 out of 24,12.50%,Astrocytes 4; GABA_like_neurons 14; GLU_like_neurons 17
PIH1D1,0 out of 24,0.00%,
PIK3AP1,1 out of 24,4.17%,T_cells 18
PIK3C2A,3 out of 24,12.50%,Microglia 1; GABA_like_neurons 14; Astrocytes 15
PIK3C2B,4 out of 24,16.67%,Oligodendrocytes 10; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Microglia 19
PIK3C3,5 out of 24,20.83%,T_cells 18; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1
PIK3CA,7 out of 24,29.17%,Astrocytes 8; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; Oligodendrocytes 2; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15; Microglia 1
PIK3CB,3 out of 24,12.50%,DA_like_neurons 11; GABA_like_neurons 14; Oligodendrocytes 2
PIK3CD,1 out of 24,4.17%,Endothelial_cells 9
PIK3CG,1 out of 24,4.17%,Microglia 19
PIK3IP1,1 out of 24,4.17%,Oligodendrocytes 16
PIK3R1,4 out of 24,16.67%,Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7
PIK3R3,0 out of 24,0.00%,
PIK3R4,3 out of 24,12.50%,Oligodendrocytes 20; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12
PIK3R5,0 out of 24,0.00%,
PIK3R6,1 out of 24,4.17%,Astrocytes_microglia 23
PIKFYVE,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 10; Astrocytes 4; Oligodendrocytes 2; Oligodendrocyte_progenitor_cells 7
PILRA,0 out of 24,0.00%,
PILRB,3 out of 24,12.50%,Astrocytes 4; Oligodendrocytes 16; GABA_like_neurons 14
PIM1,1 out of 24,4.17%,Microglia 1
PIM3,1 out of 24,4.17%,Oligodendrocytes 0
PIN1,7 out of 24,29.17%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; DA_neurons 6
PIN4,3 out of 24,12.50%,Oligodendrocytes 20; Oligodendrocytes 16; Connective_tissue_cells 21
PINK1,9 out of 24,37.50%,GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 10; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; DA_neurons 6; Connective_tissue_cells 21
PIP4K2A,12 out of 24,50.00%,GABA_neurons_expressing_GABA_receptors 13; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
PIP4K2B,3 out of 24,12.50%,Oligodendrocytes 2; Astrocytes 15; Connective_tissue_cells 21
PIP4K2C,0 out of 24,0.00%,
PIP4P1,0 out of 24,0.00%,
PIP4P2,3 out of 24,12.50%,Oligodendrocyte_progenitor_cells 7; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 0
PIP5K1A,2 out of 24,8.33%,Endothelial_cells 9; Oligodendrocyte_progenitor_cells 7
PIP5K1B,6 out of 24,25.00%,GABA_neurons_expressing_GLU_receptors 22; Microglia 19; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; DA_neurons 6
PIP5K1C,2 out of 24,8.33%,Astrocytes_microglia 23; Connective_tissue_cells 21
PIPOX,0 out of 24,0.00%,
PIR,2 out of 24,8.33%,Oligodendrocytes 3; GABA_neurons_expressing_GLU_receptors 22
PIRT,2 out of 24,8.33%,Astrocytes 8; Astrocytes 4
PISD,0 out of 24,0.00%,
PITHD1,5 out of 24,20.83%,GABA_like_neurons 14; Oligodendrocytes 10; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11
PITPNA,2 out of 24,8.33%,DA_like_neurons 11; GABA_like_neurons 14
PITPNB,2 out of 24,8.33%,Microglia 1; GLU_like_neurons 17
PITPNC1,8 out of 24,33.33%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Astrocytes 4; GLU_like_neurons 17; Microglia 19; Endothelial_cells 9
PITPNM2,4 out of 24,16.67%,Astrocytes 8; DA_like_neurons 11; Endothelial_cells 9; Astrocytes 15
PITPNM3,2 out of 24,8.33%,DA_like_neurons 11; GABA_neurons_expressing_GLU_receptors 22
PITRM1,3 out of 24,12.50%,Astrocytes 5; Oligodendrocytes 2; Connective_tissue_cells 21
