Gene,Statistic,Percentage,Cell Types
NBPF12,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11
NBPF14,5 out of 24,20.83%,Astrocytes_microglia 23; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; Microglia 19; Microglia 1
NBPF15,9 out of 24,37.50%,Astrocytes_microglia 23; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Microglia 19; DA_like_neurons 11; Microglia 1; Connective_tissue_cells 21
NBPF19,11 out of 24,45.83%,Astrocytes_microglia 23; T_cells 18; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Microglia 19; Microglia 1; Connective_tissue_cells 21
NBPF26,6 out of 24,25.00%,Astrocytes_microglia 23; Astrocytes 8; Astrocytes 5; Astrocytes 4; Astrocytes 15; Connective_tissue_cells 21
NBPF3,3 out of 24,12.50%,GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7
NBPF9,13 out of 24,54.17%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Astrocytes 15; Microglia 19; DA_like_neurons 11; Microglia 1; Connective_tissue_cells 21
NBR1,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NCALD,9 out of 24,37.50%,T_cells 18; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9; Connective_tissue_cells 21
NCAM1,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NCAM2,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NCAN,7 out of 24,29.17%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; Astrocytes 15
NCAPD2,7 out of 24,29.17%,T_cells 18; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocytes 0
NCAPD3,3 out of 24,12.50%,Astrocytes_microglia 23; GABA_like_neurons 14; T_cells 18
NCBP1,18 out of 24,75.00%,Astrocytes_microglia 23; Oligodendrocytes 0; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Astrocytes 15; Microglia 19; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1
NCBP2,1 out of 24,4.17%,DA_neurons 6
NCBP2-AS2,2 out of 24,8.33%,GABA_neurons_expressing_GABA_receptors 13; DA_neurons 6
NCBP3,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
NCDN,6 out of 24,25.00%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; DA_like_neurons 11; DA_neurons 6
NCEH1,16 out of 24,66.67%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Microglia 19; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; DA_neurons 6
NCF1,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Microglia 19
NCF2,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Microglia 19
NCF4,2 out of 24,8.33%,Microglia 1; Microglia 19
NCK1,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
NCK1-DT,3 out of 24,12.50%,Astrocytes_microglia 23; Microglia 1; Microglia 19
NCK2,16 out of 24,66.67%,Astrocytes_microglia 23; T_cells 18; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; Microglia 19; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
NCKAP1,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NCKAP1L,4 out of 24,16.67%,Astrocytes_microglia 23; Microglia 1; T_cells 18; Microglia 19
NCKAP5,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
NCKAP5L,18 out of 24,75.00%,Astrocytes_microglia 23; Oligodendrocytes 0; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Astrocytes 15; Microglia 19; Oligodendrocytes 3; DA_like_neurons 11; Oligodendrocyte_progenitor_cells 7; Microglia 1
NCKIPSD,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; DA_neurons 6
NCL,20 out of 24,83.33%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NCLN,4 out of 24,16.67%,GABA_neurons_expressing_GLU_receptors 22; Astrocytes_microglia 23; GABA_like_neurons 14; DA_like_neurons 11
NCOA1,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NCOA2,23 out of 24,95.83%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NCOA3,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
NCOA4,20 out of 24,83.33%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Oligodendrocytes 10; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NCOA5,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
NCOA6,22 out of 24,91.67%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9
NCOA7,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NCOR1,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NCOR2,23 out of 24,95.83%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NCR3LG1,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; GABA_like_neurons 14
NCS1,11 out of 24,45.83%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Astrocytes 8; Astrocytes 5; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Astrocytes 15; DA_like_neurons 11; DA_neurons 6
NCSTN,12 out of 24,50.00%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; DA_neurons 6
NDC1,1 out of 24,4.17%,Astrocytes_microglia 23
NDE1,12 out of 24,50.00%,Astrocytes_microglia 23; Oligodendrocytes 0; T_cells 18; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocytes 16; Oligodendrocytes 2; Oligodendrocytes 3; Microglia 19; Microglia 1; Endothelial_cells 9; Connective_tissue_cells 21
NDEL1,23 out of 24,95.83%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NDFIP1,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NDFIP2,17 out of 24,70.83%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 10; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; GLU_like_neurons 17; Oligodendrocytes 2; Oligodendrocytes 0; Oligodendrocytes 3; DA_like_neurons 11; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9; DA_neurons 6; Connective_tissue_cells 21
NDN,6 out of 24,25.00%,GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; DA_neurons 6
NDRG1,19 out of 24,79.17%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; DA_like_neurons 11; Endothelial_cells 9
NDRG2,19 out of 24,79.17%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; DA_like_neurons 11; Endothelial_cells 9
NDRG3,23 out of 24,95.83%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NDRG4,21 out of 24,87.50%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Connective_tissue_cells 21; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NDST1,18 out of 24,75.00%,Astrocytes_microglia 23; GABA_like_neurons 14; Astrocytes 8; Oligodendrocytes 20; Oligodendrocytes 10; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; Astrocytes 4; Oligodendrocytes 16; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocytes 2; Astrocytes 15; Oligodendrocytes 0; Oligodendrocytes 3; DA_like_neurons 11; Oligodendrocyte_progenitor_cells 7; Endothelial_cells 9; Connective_tissue_cells 21
NDST3,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14; GLU_like_neurons 17
NDST4,3 out of 24,12.50%,GABA_neurons_expressing_GLU_receptors 22; GABA_like_neurons 14; GLU_like_neurons 17
NDUFA1,5 out of 24,20.83%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Endothelial_cells 9; DA_neurons 6
NDUFA10,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NDUFA12,9 out of 24,37.50%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Oligodendrocyte_progenitor_cells 12; GABA_neurons_expressing_GLU_receptors 22; Oligodendrocyte_progenitor_cells 7; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
NDUFA2,5 out of 24,20.83%,Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; GABA_like_neurons 14; Endothelial_cells 9; DA_neurons 6
NDUFA3,2 out of 24,8.33%,GABA_like_neurons 14; DA_neurons 6
NDUFA4,24 out of 24,100.00%,GABA_like_neurons 14; Oligodendrocytes 20; Oligodendrocytes 3; Astrocytes 15; Microglia 1; Astrocytes_microglia 23; GABA_neurons_expressing_GABA_receptors 13; Astrocytes 5; Oligodendrocyte_progenitor_cells 12; GLU_like_neurons 17; Oligodendrocytes 2; Microglia 19; Connective_tissue_cells 21; T_cells 18; Oligodendrocytes 16; Oligodendrocyte_progenitor_cells 7; Oligodendrocytes 0; Astrocytes 8; Oligodendrocytes 10; Astrocytes 4; GABA_neurons_expressing_GLU_receptors 22; DA_like_neurons 11; Endothelial_cells 9; DA_neurons 6
